"FIPS","State","County, State","2016 Food Insecurity Rate","# of Food Insecure Persons in 2016","Low Threshold in state","Low Threshold Type","High Threshold in state","High Threshold Type","% FI ≤ Low Threshold","% FI Btwn Thresholds","% FI > High Threshold","2016 Child food insecurity rate","# of Food Insecure Children in 2016","% food insecure children in HH w/ HH incomes below 185 FPL in 2016","% food insecure children in HH w/ HH incomes above 185 FPL in 2016","2016 Cost Per Meal","2016 Weighted Annual Food Budget Shortfall"
"16045","ID","Gem County, Idaho","15.7%","  2,650 ","130%","SNAP","185%","Other Nutrition Program","58.2%","15.7%","26.1%","21.4%","  840 ","74%","26%","$3.11","$1,408,000.00"
"16047","ID","Gooding County, Idaho","10.0%","  1,510 ","130%","SNAP","185%","Other Nutrition Program","72.3%","27.7%","0.0%","15.9%","  680 ","85%","16%","$2.92","$754,000.00"
"16049","ID","Idaho County, Idaho","14.9%","  2,420 ","130%","SNAP","185%","Other Nutrition Program","54.6%","20.7%","24.6%","18.8%","  620 ","90%","10%","$3.22","$1,333,000.00"
"16051","ID","Jefferson County, Idaho","10.6%","  2,870 ","130%","SNAP","185%","Other Nutrition Program","52.0%","28.7%","19.2%","15.0%","  1,420 ","82%","19%","$3.02","$1,479,000.00"
"16053","ID","Jerome County, Idaho","9.6%","  2,170 ","130%","SNAP","185%","Other Nutrition Program","68.2%","31.8%","0.0%","15.2%","  1,070 ","73%","27%","$2.98","$1,104,000.00"
"16055","ID","Kootenai County, Idaho","14.0%","  20,700 ","130%","SNAP","185%","Other Nutrition Program","43.8%","19.3%","36.9%","17.6%","  6,150 ","66%","34%","$3.10","$10,958,000.00"
"16057","ID","Latah County, Idaho","17.5%","  6,750 ","130%","SNAP","185%","Other Nutrition Program","50.8%","13.5%","35.7%","16.5%","  1,180 ","73%","27%","$3.09","$3,566,000.00"
"16059","ID","Lemhi County, Idaho","16.2%","  1,260 ","130%","SNAP","185%","Other Nutrition Program","53.7%","19.0%","27.3%","20.2%","  280 ","75%","25%","$3.63","$781,000.00"
"16061","ID","Lewis County, Idaho","15.7%","  600 ","130%","SNAP","185%","Other Nutrition Program","51.3%","24.9%","23.8%","19.8%","  170 ","81%","19%","$3.00","$308,000.00"
"16063","ID","Lincoln County, Idaho","9.3%","  490 ","130%","SNAP","185%","Other Nutrition Program","68.2%","31.8%","0.0%","15.5%","  260 ","85%","15%","$2.91","$244,000.00"
"16065","ID","Madison County, Idaho","19.8%","  7,560 ","130%","SNAP","185%","Other Nutrition Program","70.1%","12.2%","17.7%","17.3%","  1,790 ","72%","28%","$2.92","$3,775,000.00"
"16067","ID","Minidoka County, Idaho","9.4%","  1,920 ","130%","SNAP","185%","Other Nutrition Program","65.6%","20.1%","14.4%","17.2%","  1,000 ","66%","34%","$2.71","$888,000.00"
"16069","ID","Nez Perce County, Idaho","13.8%","  5,510 ","130%","SNAP","185%","Other Nutrition Program","47.1%","14.5%","38.4%","16.5%","  1,410 ","69%","31%","$2.89","$2,725,000.00"
"16071","ID","Oneida County, Idaho","13.1%","  560 ","130%","SNAP","185%","Other Nutrition Program","53.3%","16.7%","30.0%","17.5%","  210 ","80%","20%","$2.91","$278,000.00"
"16073","ID","Owyhee County, Idaho","13.4%","  1,530 ","130%","SNAP","185%","Other Nutrition Program","69.6%","17.5%","12.9%","20.7%","  630 ","75%","25%","$3.10","$809,000.00"
"16075","ID","Payette County, Idaho","12.9%","  2,950 ","130%","SNAP","185%","Other Nutrition Program","55.6%","13.0%","31.4%","17.6%","  1,080 ","58%","42%","$3.57","$1,802,000.00"
"16077","ID","Power County, Idaho","8.4%","  640 ","130%","SNAP","185%","Other Nutrition Program","70.2%","29.8%","0.0%","14.9%","  360 ","100%","0%","$2.90","$317,000.00"
"16079","ID","Shoshone County, Idaho","17.1%","  2,150 ","130%","SNAP","185%","Other Nutrition Program","53.1%","11.8%","35.0%","22.1%","  550 ","62%","38%","$3.13","$1,149,000.00"
"16081","ID","Teton County, Idaho","10.5%","  1,100 ","130%","SNAP","185%","Other Nutrition Program","52.2%","7.6%","40.2%","15.0%","  440 ","56%","44%","$3.01","$567,000.00"
"16083","ID","Twin Falls County, Idaho","12.5%","  10,150 ","130%","SNAP","185%","Other Nutrition Program","57.4%","20.6%","22.1%","16.6%","  3,710 ","74%","26%","$2.89","$5,017,000.00"
"16085","ID","Valley County, Idaho","14.6%","  1,440 ","130%","SNAP","185%","Other Nutrition Program","39.4%","9.1%","51.4%","17.5%","  320 ","50%","50%","$3.13","$769,000.00"
"16087","ID","Washington County, Idaho","12.7%","  1,280 ","130%","SNAP","185%","Other Nutrition Program","58.1%","29.9%","12.0%","18.3%","  440 ","78%","22%","$2.90","$635,000.00"
"17001","IL","Adams County, Illinois","11.5%","  7,690 ","165%","SNAP","185%","Other Nutrition Program","60.2%","4.6%","35.2%","16.6%","  2,520 ","74%","26%","$2.67","$3,511,000.00"
"17003","IL","Alexander County, Illinois","23.4%","  1,650 ","165%","SNAP","185%","Other Nutrition Program","89.6%","10.4%","0.0%","29.5%","  500 ","91%","10%","$2.75","$775,000.00"
"17005","IL","Bond County, Illinois","11.8%","  2,030 ","165%","SNAP","185%","Other Nutrition Program","60.0%","1.4%","38.6%","18.5%","  630 ","81%","19%","$2.75","$954,000.00"
"17007","IL","Boone County, Illinois","7.3%","  3,900 ","165%","SNAP","185%","Other Nutrition Program","76.9%","5.7%","17.4%","15.4%","  2,180 ","78%","22%","$2.59","$1,729,000.00"
"17009","IL","Brown County, Illinois","11.1%","  760 ","165%","SNAP","185%","Other Nutrition Program","45.2%","3.7%","51.1%","15.5%","  160 ","81%","19%","$2.66","$346,000.00"
"17011","IL","Bureau County, Illinois","10.0%","  3,380 ","165%","SNAP","185%","Other Nutrition Program","64.4%","3.2%","32.4%","18.2%","  1,360 ","73%","27%","$2.99","$1,727,000.00"
"17013","IL","Calhoun County, Illinois","10.5%","  520 ","165%","SNAP","185%","Other Nutrition Program","56.2%","1.4%","42.4%","16.8%","  180 ","65%","35%","$2.96","$263,000.00"
"17015","IL","Carroll County, Illinois","10.4%","  1,530 ","165%","SNAP","185%","Other Nutrition Program","59.5%","5.2%","35.3%","16.1%","  460 ","69%","32%","$2.65","$694,000.00"
"17017","IL","Cass County, Illinois","9.0%","  1,180 ","165%","SNAP","185%","Other Nutrition Program","76.6%","7.2%","16.2%","16.5%","  530 ","79%","21%","$2.79","$562,000.00"
"17019","IL","Champaign County, Illinois","15.7%","  32,340 ","165%","SNAP","185%","Other Nutrition Program","64.1%","0.0%","35.9%","16.6%","  6,540 ","68%","32%","$2.97","$16,429,000.00"
"17021","IL","Christian County, Illinois","11.7%","  3,960 ","165%","SNAP","185%","Other Nutrition Program","60.7%","3.6%","35.7%","18.4%","  1,320 ","74%","26%","$2.53","$1,711,000.00"
"17023","IL","Clark County, Illinois","12.1%","  1,940 ","165%","SNAP","185%","Other Nutrition Program","70.9%","5.3%","23.8%","20.6%","  750 ","93%","7%","$2.67","$884,000.00"
"17025","IL","Clay County, Illinois","11.8%","  1,580 ","165%","SNAP","185%","Other Nutrition Program","69.8%","5.8%","24.4%","19.4%","  590 ","87%","13%","$2.66","$718,000.00"
"17027","IL","Clinton County, Illinois","8.7%","  3,310 ","165%","SNAP","185%","Other Nutrition Program","49.5%","3.0%","47.5%","14.1%","  1,140 ","56%","44%","$2.51","$1,420,000.00"
"17029","IL","Coles County, Illinois","15.2%","  8,010 ","165%","SNAP","185%","Other Nutrition Program","74.1%","25.9%","0.0%","20.4%","  1,950 ","84%","16%","$2.61","$3,570,000.00"
"17031","IL","Cook County, Illinois","12.6%","  659,990 ","165%","SNAP","185%","Other Nutrition Program","73.1%","0.8%","26.0%","16.6%","  197,290 ","71%","29%","$3.03","$341,460,000.00"
"17033","IL","Crawford County, Illinois","11.2%","  2,170 ","165%","SNAP","185%","Other Nutrition Program","57.5%","5.0%","37.5%","17.4%","  660 ","76%","24%","$2.73","$1,012,000.00"
"17035","IL","Cumberland County, Illinois","11.3%","  1,230 ","165%","SNAP","185%","Other Nutrition Program","66.5%","3.2%","30.3%","17.9%","  450 ","79%","21%","$2.67","$561,000.00"
"17037","IL","DeKalb County, Illinois","13.0%","  13,560 ","165%","SNAP","185%","Other Nutrition Program","65.2%","34.8%","0.0%","16.9%","  3,860 ","68%","32%","$3.05","$7,074,000.00"
"17039","IL","De Witt County, Illinois","10.2%","  1,660 ","165%","SNAP","185%","Other Nutrition Program","52.4%","1.2%","46.4%","17.3%","  620 ","61%","39%","$2.85","$807,000.00"
"17041","IL","Douglas County, Illinois","9.2%","  1,820 ","165%","SNAP","185%","Other Nutrition Program","71.8%","2.7%","25.6%","16.5%","  830 ","88%","13%","$2.79","$868,000.00"
"17043","IL","DuPage County, Illinois","7.0%","  65,520 ","165%","SNAP","185%","Other Nutrition Program","52.8%","3.6%","43.6%","12.0%","  26,180 ","57%","43%","$3.16","$35,377,000.00"
"17045","IL","Edgar County, Illinois","12.2%","  2,180 ","165%","SNAP","185%","Other Nutrition Program","71.3%","4.8%","23.9%","19.6%","  750 ","94%","6%","$2.77","$1,034,000.00"
"17047","IL","Edwards County, Illinois","10.2%","  680 ","165%","SNAP","185%","Other Nutrition Program","61.1%","5.3%","33.6%","17.9%","  270 ","73%","27%","$2.70","$314,000.00"
"17049","IL","Effingham County, Illinois","9.5%","  3,260 ","165%","SNAP","185%","Other Nutrition Program","60.6%","6.0%","33.4%","15.9%","  1,300 ","71%","29%","$2.69","$1,496,000.00"
"17051","IL","Fayette County, Illinois","12.2%","  2,690 ","165%","SNAP","185%","Other Nutrition Program","68.5%","5.1%","26.4%","20.7%","  990 ","85%","15%","$2.44","$1,124,000.00"
"17053","IL","Ford County, Illinois","11.2%","  1,530 ","165%","SNAP","185%","Other Nutrition Program","66.5%","2.0%","31.5%","19.2%","  610 ","78%","22%","$2.85","$745,000.00"
"17055","IL","Franklin County, Illinois","14.3%","  5,630 ","165%","SNAP","185%","Other Nutrition Program","70.3%","2.7%","27.0%","22.1%","  1,930 ","84%","16%","$2.90","$2,792,000.00"
"17057","IL","Fulton County, Illinois","12.6%","  4,560 ","165%","SNAP","185%","Other Nutrition Program","63.6%","3.8%","32.6%","19.9%","  1,450 ","80%","20%","$2.48","$1,932,000.00"
"17059","IL","Gallatin County, Illinois","12.9%","  690 ","165%","SNAP","185%","Other Nutrition Program","73.9%","2.7%","23.4%","20.3%","  230 ","86%","14%","$2.61","$307,000.00"
"17061","IL","Greene County, Illinois","12.3%","  1,650 ","165%","SNAP","185%","Other Nutrition Program","70.9%","6.6%","22.5%","20.1%","  580 ","87%","13%","$2.69","$758,000.00"
"17063","IL","Grundy County, Illinois","9.3%","  4,700 ","165%","SNAP","185%","Other Nutrition Program","53.6%","4.4%","42.1%","15.4%","  2,010 ","60%","40%","$2.99","$2,401,000.00"
"17065","IL","Hamilton County, Illinois","11.7%","  970 ","165%","SNAP","185%","Other Nutrition Program","64.4%","1.6%","34.0%","18.0%","  330 ","71%","30%","$2.69","$446,000.00"
"17067","IL","Hancock County, Illinois","10.7%","  2,000 ","165%","SNAP","185%","Other Nutrition Program","63.1%","5.3%","31.6%","19.1%","  740 ","84%","16%","$2.61","$892,000.00"
"17069","IL","Hardin County, Illinois","14.4%","  600 ","165%","SNAP","185%","Other Nutrition Program","74.0%","3.8%","22.3%","21.4%","  160 ","75%","25%","$2.59","$266,000.00"
"17071","IL","Henderson County, Illinois","10.4%","  720 ","165%","SNAP","185%","Other Nutrition Program","64.0%","9.0%","27.0%","19.2%","  260 ","83%","17%","$2.60","$320,000.00"
"17073","IL","Henry County, Illinois","10.3%","  5,090 ","165%","SNAP","185%","Other Nutrition Program","58.1%","2.8%","39.1%","16.7%","  1,900 ","64%","37%","$2.56","$2,223,000.00"
"17075","IL","Iroquois County, Illinois","10.9%","  3,140 ","165%","SNAP","185%","Other Nutrition Program","70.6%","3.6%","25.8%","18.8%","  1,200 ","82%","18%","$2.96","$1,590,000.00"
"17077","IL","Jackson County, Illinois","18.6%","  11,000 ","165%","SNAP","185%","Other Nutrition Program","73.7%","26.3%","0.0%","19.6%","  2,100 ","77%","23%","$2.84","$5,341,000.00"
"17079","IL","Jasper County, Illinois","9.2%","  880 ","165%","SNAP","185%","Other Nutrition Program","55.9%","3.6%","40.4%","15.0%","  330 ","60%","41%","$2.72","$409,000.00"
"17081","IL","Jefferson County, Illinois","13.9%","  5,360 ","165%","SNAP","185%","Other Nutrition Program","64.5%","4.5%","31.0%","21.1%","  1,790 ","81%","19%","$2.66","$2,435,000.00"
"17083","IL","Jersey County, Illinois","9.7%","  2,170 ","165%","SNAP","185%","Other Nutrition Program","54.2%","3.4%","42.4%","15.3%","  740 ","55%","45%","$2.81","$1,041,000.00"
"17085","IL","Jo Daviess County, Illinois","9.3%","  2,060 ","165%","SNAP","185%","Other Nutrition Program","55.2%","6.5%","38.3%","15.2%","  660 ","59%","41%","$3.21","$1,132,000.00"
"17087","IL","Johnson County, Illinois","12.5%","  1,610 ","165%","SNAP","185%","Other Nutrition Program","52.9%","2.4%","44.7%","18.0%","  420 ","64%","36%","$2.77","$762,000.00"
"17089","IL","Kane County, Illinois","5.7%","  29,810 ","165%","SNAP","185%","Other Nutrition Program","85.4%","3.5%","11.1%","13.8%","  19,730 ","70%","30%","$2.87","$14,617,000.00"
"17091","IL","Kankakee County, Illinois","13.0%","  14,500 ","165%","SNAP","185%","Other Nutrition Program","61.6%","1.6%","36.7%","17.7%","  4,760 ","69%","31%","$2.75","$6,822,000.00"
"17093","IL","Kendall County, Illinois","5.7%","  6,860 ","165%","SNAP","185%","Other Nutrition Program","53.4%","9.1%","37.5%","11.7%","  4,240 ","60%","40%","$2.74","$3,217,000.00"
"17095","IL","Knox County, Illinois","13.8%","  7,130 ","165%","SNAP","185%","Other Nutrition Program","70.1%","2.3%","27.6%","19.9%","  2,050 ","82%","18%","$2.67","$3,248,000.00"
"17097","IL","Lake County, Illinois","6.8%","  47,730 ","165%","SNAP","185%","Other Nutrition Program","64.8%","3.2%","31.9%","12.6%","  22,610 ","65%","35%","$3.19","$26,035,000.00"
"17099","IL","LaSalle County, Illinois","10.9%","  12,190 ","165%","SNAP","185%","Other Nutrition Program","63.9%","2.8%","33.3%","18.5%","  4,550 ","74%","26%","$2.72","$5,658,000.00"
"17101","IL","Lawrence County, Illinois","14.5%","  2,410 ","165%","SNAP","185%","Other Nutrition Program","54.8%","2.7%","42.5%","20.8%","  660 ","93%","7%","$2.82","$1,160,000.00"
"17103","IL","Lee County, Illinois","10.4%","  3,600 ","165%","SNAP","185%","Other Nutrition Program","61.4%","2.9%","35.7%","15.8%","  1,100 ","75%","25%","$2.58","$1,588,000.00"
"17105","IL","Livingston County, Illinois","11.1%","  4,150 ","165%","SNAP","185%","Other Nutrition Program","57.9%","4.0%","38.1%","17.2%","  1,400 ","76%","24%","$2.55","$1,808,000.00"
"17107","IL","Logan County, Illinois","12.2%","  3,650 ","165%","SNAP","185%","Other Nutrition Program","50.2%","1.6%","48.2%","17.9%","  1,000 ","75%","25%","$2.42","$1,510,000.00"
"17109","IL","McDonough County, Illinois","15.5%","  4,900 ","165%","SNAP","185%","Other Nutrition Program","60.1%","1.2%","38.7%","18.3%","  960 ","74%","26%","$2.62","$2,190,000.00"
"17111","IL","McHenry County, Illinois","6.8%","  21,010 ","165%","SNAP","185%","Other Nutrition Program","53.6%","4.3%","42.2%","13.2%","  10,150 ","56%","45%","$2.99","$10,730,000.00"
"17113","IL","McLean County, Illinois","12.1%","  21,020 ","165%","SNAP","185%","Other Nutrition Program","56.0%","1.7%","42.2%","14.1%","  5,380 ","63%","37%","$2.90","$10,423,000.00"
"17115","IL","Macon County, Illinois","15.4%","  16,720 ","165%","SNAP","185%","Other Nutrition Program","62.6%","1.7%","35.7%","21.1%","  5,110 ","74%","26%","$2.66","$7,600,000.00"
"17117","IL","Macoupin County, Illinois","11.0%","  5,120 ","165%","SNAP","185%","Other Nutrition Program","61.0%","4.2%","34.8%","18.2%","  1,840 ","76%","24%","$3.02","$2,643,000.00"
"17119","IL","Madison County, Illinois","12.2%","  32,630 ","165%","SNAP","185%","Other Nutrition Program","57.0%","3.3%","39.7%","16.7%","  9,880 ","65%","35%","$2.76","$15,399,000.00"
"17121","IL","Marion County, Illinois","13.3%","  5,140 ","165%","SNAP","185%","Other Nutrition Program","69.9%","4.5%","25.6%","21.6%","  1,910 ","86%","14%","$2.87","$2,525,000.00"
"17123","IL","Marshall County, Illinois","9.5%","  1,150 ","165%","SNAP","185%","Other Nutrition Program","56.2%","5.2%","38.6%","17.0%","  420 ","79%","21%","$2.79","$548,000.00"
"17125","IL","Mason County, Illinois","12.6%","  1,750 ","165%","SNAP","185%","Other Nutrition Program","70.4%","6.1%","23.4%","20.6%","  610 ","92%","8%","$2.70","$806,000.00"
"17127","IL","Massac County, Illinois","13.9%","  2,070 ","165%","SNAP","185%","Other Nutrition Program","67.0%","4.2%","28.8%","20.9%","  680 ","82%","18%","$2.82","$996,000.00"
"17129","IL","Menard County, Illinois","10.2%","  1,280 ","165%","SNAP","185%","Other Nutrition Program","61.4%","4.1%","34.5%","17.7%","  510 ","81%","19%","$2.77","$605,000.00"
"17131","IL","Mercer County, Illinois","10.1%","  1,620 ","165%","SNAP","185%","Other Nutrition Program","53.0%","5.1%","41.9%","16.8%","  590 ","69%","31%","$2.75","$762,000.00"
"17133","IL","Monroe County, Illinois","6.8%","  2,290 ","165%","SNAP","185%","Other Nutrition Program","37.6%","7.3%","55.0%","11.7%","  910 ","41%","59%","$3.25","$1,270,000.00"
"17135","IL","Montgomery County, Illinois","13.1%","  3,850 ","165%","SNAP","185%","Other Nutrition Program","56.9%","4.1%","39.0%","20.0%","  1,170 ","85%","16%","$2.51","$1,651,000.00"
"17137","IL","Morgan County, Illinois","12.3%","  4,280 ","165%","SNAP","185%","Other Nutrition Program","61.5%","2.0%","36.5%","17.7%","  1,220 ","72%","28%","$2.57","$1,880,000.00"
"17139","IL","Moultrie County, Illinois","10.2%","  1,520 ","165%","SNAP","185%","Other Nutrition Program","71.5%","5.9%","22.6%","16.9%","  620 ","98%","2%","$2.67","$693,000.00"
"17141","IL","Ogle County, Illinois","9.1%","  4,740 ","165%","SNAP","185%","Other Nutrition Program","67.2%","5.1%","27.7%","15.8%","  1,900 ","77%","23%","$2.59","$2,098,000.00"
"17143","IL","Peoria County, Illinois","15.2%","  28,390 ","165%","SNAP","185%","Other Nutrition Program","61.6%","2.2%","36.2%","18.8%","  8,390 ","72%","28%","$2.82","$13,702,000.00"
"17145","IL","Perry County, Illinois","13.5%","  2,910 ","165%","SNAP","185%","Other Nutrition Program","56.3%","4.2%","39.6%","20.4%","  860 ","78%","22%","$2.92","$1,452,000.00"
"17147","IL","Piatt County, Illinois","7.7%","  1,270 ","165%","SNAP","185%","Other Nutrition Program","44.2%","6.3%","49.5%","13.3%","  500 ","55%","45%","$2.85","$618,000.00"
"17149","IL","Pike County, Illinois","11.1%","  1,780 ","165%","SNAP","185%","Other Nutrition Program","72.4%","3.5%","24.1%","17.6%","  630 ","86%","14%","$2.62","$798,000.00"
"17151","IL","Pope County, Illinois","12.0%","  510 ","165%","SNAP","185%","Other Nutrition Program","60.8%","6.8%","32.5%","20.1%","  150 ","74%","26%","$2.73","$238,000.00"
"17153","IL","Pulaski County, Illinois","18.2%","  1,060 ","165%","SNAP","185%","Other Nutrition Program","90.3%","3.0%","6.8%","21.2%","  280 ","96%","4%","$2.78","$504,000.00"
"17155","IL","Putnam County, Illinois","9.0%","  520 ","165%","SNAP","185%","Other Nutrition Program","50.3%","3.6%","46.1%","17.4%","  200 ","63%","37%","$2.74","$244,000.00"
"17157","IL","Randolph County, Illinois","11.0%","  3,630 ","165%","SNAP","185%","Other Nutrition Program","57.3%","2.2%","40.5%","15.8%","  1,000 ","78%","22%","$2.44","$1,512,000.00"
"17159","IL","Richland County, Illinois","11.8%","  1,900 ","165%","SNAP","185%","Other Nutrition Program","74.0%","2.5%","23.6%","18.2%","  660 ","90%","11%","$2.80","$909,000.00"
"17161","IL","Rock Island County, Illinois","11.8%","  17,330 ","165%","SNAP","185%","Other Nutrition Program","63.8%","2.9%","33.3%","18.5%","  6,060 ","75%","25%","$2.70","$7,989,000.00"
"17163","IL","St. Clair County, Illinois","16.7%","  44,290 ","165%","SNAP","185%","Other Nutrition Program","63.7%","1.1%","35.3%","19.0%","  12,170 ","68%","32%","$2.85","$21,574,000.00"
"17165","IL","Saline County, Illinois","15.9%","  3,910 ","165%","SNAP","185%","Other Nutrition Program","72.2%","1.3%","26.5%","23.6%","  1,270 ","81%","19%","$2.55","$1,704,000.00"
"17167","IL","Sangamon County, Illinois","13.1%","  25,920 ","165%","SNAP","185%","Other Nutrition Program","58.6%","1.0%","40.3%","17.5%","  7,990 ","66%","34%","$2.85","$12,634,000.00"
"17169","IL","Schuyler County, Illinois","13.1%","  940 ","165%","SNAP","185%","Other Nutrition Program","59.1%","5.1%","35.8%","16.9%","  230 ","52%","48%","$2.63","$422,000.00"
"17171","IL","Scott County, Illinois","11.4%","  590 ","165%","SNAP","185%","Other Nutrition Program","63.3%","1.9%","34.8%","18.5%","  220 ","72%","28%","$2.62","$264,000.00"
"17173","IL","Shelby County, Illinois","10.6%","  2,340 ","165%","SNAP","185%","Other Nutrition Program","71.6%","4.1%","24.3%","17.2%","  820 ","87%","13%","$2.86","$1,144,000.00"
"17175","IL","Stark County, Illinois","11.3%","  660 ","165%","SNAP","185%","Other Nutrition Program","62.3%","4.8%","32.9%","20.2%","  250 ","80%","20%","$2.70","$305,000.00"
"17177","IL","Stephenson County, Illinois","13.3%","  6,170 ","165%","SNAP","185%","Other Nutrition Program","70.2%","3.6%","26.1%","19.0%","  1,910 ","85%","15%","$2.71","$2,861,000.00"
"17179","IL","Tazewell County, Illinois","9.7%","  13,110 ","165%","SNAP","185%","Other Nutrition Program","52.2%","4.0%","43.8%","15.5%","  4,830 ","66%","34%","$2.67","$5,984,000.00"
"17181","IL","Union County, Illinois","11.7%","  2,050 ","165%","SNAP","185%","Other Nutrition Program","68.8%","2.2%","28.9%","17.9%","  650 ","78%","22%","$2.78","$974,000.00"
"17183","IL","Vermilion County, Illinois","15.3%","  12,190 ","165%","SNAP","185%","Other Nutrition Program","67.9%","2.7%","29.4%","21.3%","  4,060 ","79%","21%","$2.60","$5,423,000.00"
"17185","IL","Wabash County, Illinois","11.3%","  1,310 ","165%","SNAP","185%","Other Nutrition Program","69.5%","4.7%","25.7%","17.4%","  440 ","88%","13%","$2.75","$616,000.00"
"17187","IL","Warren County, Illinois","10.7%","  1,880 ","165%","SNAP","185%","Other Nutrition Program","77.9%","6.6%","15.5%","18.5%","  720 ","100%","0%","$2.64","$848,000.00"
"17189","IL","Washington County, Illinois","9.2%","  1,320 ","165%","SNAP","185%","Other Nutrition Program","54.7%","3.8%","41.5%","15.1%","  460 ","66%","34%","$2.75","$620,000.00"
"17191","IL","Wayne County, Illinois","13.0%","  2,150 ","165%","SNAP","185%","Other Nutrition Program","63.8%","3.2%","33.0%","22.1%","  820 ","80%","20%","$2.74","$1,006,000.00"
"17193","IL","White County, Illinois","11.8%","  1,700 ","165%","SNAP","185%","Other Nutrition Program","66.1%","5.7%","28.2%","18.7%","  590 ","76%","24%","$2.74","$796,000.00"
"17195","IL","Whiteside County, Illinois","9.1%","  5,180 ","165%","SNAP","185%","Other Nutrition Program","70.8%","7.2%","22.0%","16.1%","  2,090 ","88%","12%","$2.62","$2,319,000.00"
"17197","IL","Will County, Illinois","7.6%","  52,330 ","165%","SNAP","185%","Other Nutrition Program","53.9%","4.4%","41.7%","13.2%","  24,230 ","58%","42%","$2.97","$26,524,000.00"
"17199","IL","Williamson County, Illinois","12.5%","  8,410 ","165%","SNAP","185%","Other Nutrition Program","62.2%","3.0%","34.8%","18.4%","  2,720 ","74%","26%","$2.73","$3,919,000.00"
"17201","IL","Winnebago County, Illinois","12.8%","  36,980 ","165%","SNAP","185%","Other Nutrition Program","69.8%","3.0%","27.2%","18.4%","  12,750 ","75%","25%","$2.72","$17,184,000.00"
"17203","IL","Woodford County, Illinois","8.5%","  3,340 ","165%","SNAP","185%","Other Nutrition Program","46.4%","4.2%","49.5%","15.2%","  1,490 ","65%","35%","$2.98","$1,703,000.00"
"18001","IN","Adams County, Indiana","12.6%","  4,390 ","130%","SNAP","185%","Other Nutrition Program","65.2%","11.8%","22.9%","20.0%","  2,190 ","79%","21%","$2.70","$2,022,000.00"
"18003","IN","Allen County, Indiana","14.0%","  51,300 ","130%","SNAP","185%","Other Nutrition Program","57.9%","15.1%","26.9%","18.1%","  17,410 ","76%","24%","$2.78","$24,336,000.00"
"18005","IN","Bartholomew County, Indiana","11.4%","  9,160 ","130%","SNAP","185%","Other Nutrition Program","53.8%","13.9%","32.3%","16.4%","  3,180 ","70%","30%","$2.78","$4,357,000.00"
"18007","IN","Benton County, Indiana","11.8%","  1,020 ","130%","SNAP","185%","Other Nutrition Program","61.9%","21.8%","16.3%","17.3%","  380 ","88%","12%","$2.75","$479,000.00"
"18009","IN","Blackford County, Indiana","12.9%","  1,600 ","130%","SNAP","185%","Other Nutrition Program","53.5%","29.3%","17.2%","18.1%","  490 ","90%","10%","$2.55","$698,000.00"
"18011","IN","Boone County, Indiana","9.5%","  5,860 ","130%","SNAP","185%","Other Nutrition Program","37.4%","13.4%","49.2%","12.9%","  2,170 ","52%","48%","$2.84","$2,847,000.00"
"18013","IN","Brown County, Indiana","11.5%","  1,720 ","130%","SNAP","185%","Other Nutrition Program","57.8%","14.3%","27.8%","17.8%","  520 ","82%","18%","$2.73","$802,000.00"
"18015","IN","Carroll County, Indiana","10.6%","  2,120 ","130%","SNAP","185%","Other Nutrition Program","52.2%","19.8%","27.9%","15.6%","  720 ","77%","23%","$2.92","$1,060,000.00"
"18017","IN","Cass County, Indiana","11.0%","  4,220 ","130%","SNAP","185%","Other Nutrition Program","66.1%","23.8%","10.1%","18.6%","  1,710 ","87%","13%","$2.38","$1,713,000.00"
"18019","IN","Clark County, Indiana","12.0%","  13,640 ","130%","SNAP","185%","Other Nutrition Program","50.3%","17.2%","32.5%","15.6%","  4,100 ","72%","28%","$2.71","$6,313,000.00"
"18021","IN","Clay County, Indiana","13.5%","  3,590 ","130%","SNAP","185%","Other Nutrition Program","61.5%","13.8%","24.6%","19.5%","  1,210 ","82%","18%","$2.37","$1,456,000.00"
"18023","IN","Clinton County, Indiana","10.0%","  3,270 ","130%","SNAP","185%","Other Nutrition Program","67.0%","17.4%","15.6%","16.5%","  1,410 ","83%","17%","$2.29","$1,279,000.00"
"18025","IN","Crawford County, Indiana","14.2%","  1,500 ","130%","SNAP","185%","Other Nutrition Program","70.5%","11.4%","18.1%","21.0%","  500 ","86%","14%","$2.69","$690,000.00"
"18027","IN","Daviess County, Indiana","11.8%","  3,840 ","130%","SNAP","185%","Other Nutrition Program","66.1%","21.1%","12.8%","16.7%","  1,590 ","97%","4%","$2.75","$1,802,000.00"
"18029","IN","Dearborn County, Indiana","11.0%","  5,460 ","130%","SNAP","185%","Other Nutrition Program","44.5%","14.3%","41.1%","16.7%","  1,920 ","66%","34%","$2.45","$2,281,000.00"
"18031","IN","Decatur County, Indiana","12.2%","  3,210 ","130%","SNAP","185%","Other Nutrition Program","52.8%","15.5%","31.7%","18.0%","  1,180 ","76%","24%","$2.47","$1,355,000.00"
"18033","IN","DeKalb County, Indiana","11.6%","  4,940 ","130%","SNAP","185%","Other Nutrition Program","54.0%","19.0%","27.1%","17.4%","  1,860 ","81%","19%","$2.88","$2,432,000.00"
"18035","IN","Delaware County, Indiana","16.9%","  19,690 ","130%","SNAP","185%","Other Nutrition Program","64.7%","9.9%","25.4%","20.7%","  4,610 ","76%","24%","$2.57","$8,632,000.00"
